name,city,state,online_only,undergrads
Norwalk Community College,Norwalk,CT,0,4252
Northwestern Connecticut Community College,Winsted,CT,0,1052
Paier College of Art Inc,Hamden,CT,0,84
Porter and Chester Institute of Stratford,Stratford,CT,0,1944
Post University,Waterbury,CT,0,9634
Quinebaug Valley Community College,Danielson,CT,0,1175
Quinnipiac University,Hamden,CT,0,6816
Sacred Heart University,Fairfield,CT,0,6066
University of Saint Joseph,West Hartford,CT,0,871
Gateway Community College,New Haven,CT,0,6246
Southern Connecticut State University,New Haven,CT,0,7694
Stone Academy-West Haven,West Haven,CT,0,531
Trinity College,Hartford,CT,0,2167
Tunxis Community College,Farmington,CT,0,3381
United States Coast Guard Academy,New London,CT,0,1069
Wesleyan University,Middletown,CT,0,2933
Western Connecticut State University,Danbury,CT,0,4752
Yale University,New Haven,CT,0,6089
Margaret H Rollins School of Nursing at Beebe Medical Center,Lewes,DE,0,70
Dawn Career Institute LLC,Newark,DE,0,304
Delaware Technical Community College-Terry,Dover,DE,0,11917
Delaware State University,Dover,DE,0,3932
University of Delaware,Newark,DE,0,19047
Goldey-Beacom College,Wilmington,DE,0,726
Schilling-Douglas School of Hair Design LLC,Newark,DE,0,112
Wesley College,Dover,DE,0,997
Wilmington University,New Castle,DE,0,8472
American University,Washington,DC,0,7659
The Catholic University of America,Washington,DC,0,3245
University of the District of Columbia,Washington,DC,0,3603
Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,Washington,DC,0,NULL
Gallaudet University,Washington,DC,0,1058
George Washington University,Washington,DC,0,12031
Georgetown University,Washington,DC,0,7141
Howard University,Washington,DC,0,6461
Strayer University-District of Columbia,Washington,DC,0,651
National Conservatory of Dramatic Arts,Washington,DC,0,36
Trinity Washington University,Washington,DC,0,1344
Wesley Theological Seminary,Washington,DC,0,NULL
Atlantic Technical College,Coconut Creek,FL,0,3495
The Baptist College of Florida,Graceville,FL,0,298
Barry University,Miami,FL,0,3472
Bethune-Cookman University,Daytona Beach,FL,0,2778
Lynn University,Boca Raton,FL,0,2401
North Florida Technical College,Starke,FL,0,211
Eastern Florida State College,Cocoa,FL,0,11905
Broward College,Fort Lauderdale,FL,0,32140
Albizu University-Miami,Miami,FL,0,118
College of Central Florida,Ocala,FL,0,5477
Johnson University Florida,Kissimmee,FL,0,182
University of Central Florida,Orlando,FL,0,58940
Charlotte Technical College,Port Charlotte,FL,0,248
Chipola College,Marianna,FL,0,1362
Lorenzo Walker Technical College,Naples,FL,0,740
Daytona State College,Daytona Beach,FL,0,10781
South University-West Palm Beach,Royal Palm Beach,FL,0,510
Eckerd College,Saint Petersburg,FL,0,1989
Florida SouthWestern State College,Fort Myers,FL,0,12604
Edward Waters College,Jacksonville,FL,0,932
Embry-Riddle Aeronautical University-Daytona Beach,Daytona Beach,FL,0,6355
Florida Agricultural and Mechanical University,Tallahassee,FL,0,7514
Florida Atlantic University,Boca Raton,FL,0,23423
Florida State College at Jacksonville,Jacksonville,FL,0,20734
Flagler College,Saint Augustine,FL,0,2863
Florida College,Temple Terrace,FL,0,537
Concorde Career Institute-Jacksonville,Jacksonville,FL,0,707
Concorde Career Institute-Miramar,Miramar,FL,0,490
Concorde Career Institute-Tampa,Tampa,FL,0,436
AdventHealth University,Orlando,FL,0,1061
Florida Institute of Technology,Melbourne,FL,0,3293
Florida Institute of Ultrasound Inc,Pensacola,FL,0,49
Florida International University,Miami,FL,0,41843
The College of the Florida Keys,Key West,FL,0,837
Florida Memorial University,Miami Gardens,FL,0,1049
Florida Career College-Miami,Miami,FL,0,345
Florida School of Massage,Gainesville,FL,0,75
Florida Southern College,Lakeland,FL,0,2666
Florida State University,Tallahassee,FL,0,32881
Florida Technical College,Orlando,FL,0,4094
University of Florida,Gainesville,FL,0,34523
Fort Pierce Beauty Academy,Fort Pierce,FL,0,33
Full Sail University,Winter Park,FL,0,19957
George Stone Technical College,Pensacola,FL,0,699
George T Baker Aviation Technical College,Miami,FL,0,841
Gulf Coast State College,Panama City,FL,0,3542
Hillsborough Community College,Tampa,FL,0,22355
Hobe Sound Bible College,Hobe Sound,FL,0,165
Hollywood Institute of Beauty Careers,Hollywood,FL,0,261
Cortiva Institute-Florida,St. Petersburg,FL,0,87
Indian River State College,Fort Pierce,FL,0,12754
International Academy,South Daytona,FL,0,158
AI Miami International University of Art and Design,Miami,FL,0,994
Jacksonville University,Jacksonville,FL,0,2873
Keiser University-Ft Lauderdale,Fort Lauderdale,FL,0,17208
La Belle Beauty School,Hialeah,FL,0,272
Florida Gateway College,Lake City,FL,0,2458
Lake Technical College,Eustis,FL,0,747
Lake-Sumter State College,Leesburg,FL,0,3647
Fort Myers Technical College,Fort Myers,FL,0,707
Lively Technical College,Tallahassee,FL,0,875
Lindsey Hopkins Technical College,Miami,FL,0,647
Loraines Academy & Spa,Saint Petersburg,FL,0,30
Luther Rice College & Seminary,Lithonia,GA,0,235
State College of Florida-Manatee-Sarasota,Bradenton,FL,0,8606
Manatee Technical College,Bradenton,FL,0,1131
Traviss Technical College,Lakeland,FL,0,296
Merryfield School of Pet Grooming,Oakland Park,FL,0,71
Trinity International University-Florida,Miami,FL,0,135
Miami Lakes Educational Center and Technical College,Miami Lakes,FL,0,1012
Miami Dade College,Miami,FL,0,46478
University of Miami,Coral Gables,FL,0,11094
Orange Technical College-Mid Florida Campus,Orlando,FL,0,1665
Paul Mitchell the School-Jacksonville,Jacksonville,FL,0,170
North Florida College,Madison,FL,0,850
University of North Florida,Jacksonville,FL,0,14405
Nova Southeastern University,Fort Lauderdale,FL,0,5618
Northwest Florida State College,Niceville,FL,0,3553
Orange Technical College-Orlando Campus,Orlando,FL,0,178
Palm Beach Atlantic University,West Palm Beach,FL,0,2376
Palm Beach State College,Lake Worth,FL,0,27030
Pasco-Hernando State College,New Port Richey,FL,0,9093
Pensacola State College,Pensacola,FL,0,7595
Pinellas Technical College-Clearwater,Clearwater,FL,0,646
Polk State College,Winter Haven,FL,0,8293
Radford M Locklin Technical College,Milton,FL,0,327
Saint Vincent de Paul Regional Seminary,Boynton Beach,FL,0,NULL
Ridge Technical College,Winter Haven,FL,0,399
Ringling College of Art and Design,Sarasota,FL,0,1653
Robert Morgan Educational Center and Technical College,Miami,FL,0,514
Rollins College,Winter Park,FL,0,2598
First Coast Technical College,Saint Augustine,FL,0,372
Saint Leo University,Saint Leo,FL,0,7695
St Petersburg College,Clearwater,FL,0,23908
Pinellas Technical College-St. Petersburg,Saint Petersburg,FL,0,742
Santa Fe College,Gainesville,FL,0,12831
Suncoast Technical College,Sarasota,FL,0,466
Seminole State College of Florida,Sanford,FL,0,15352
Sheridan Technical College,Hollywood,FL,0,1533
St. John Vianney College Seminary,Miami,FL,0,46
Saint Johns River State College,Palatka,FL,0,4678
South Florida State College,Avon Park,FL,0,2053
University of South Florida,Tampa,FL,0,31765
St. Thomas University,Miami Gardens,FL,0,1373
Stetson University,DeLand,FL,0,3135
Southeastern University,Lakeland,FL,0,5593
Bene's Career Academy,New Port Richey,FL,0,336
Riveroak Technical College,Live Oak,FL,0,183
Tallahassee Community College,Tallahassee,FL,0,10354
Talmudic College of Florida,Miami Beach,FL,0,31
Altierus Career College-Tampa,Tampa,FL,0,365
The University of Tampa,Tampa,FL,0,8685
Big Bend Technical College,Perry,FL,0,110
Tom P Haney Technical Center,Panama City,FL,0,405
Trinity Baptist College,Jacksonville,FL,0,309
Trinity College of Florida,Trinity,FL,0,211
Valencia College,Orlando,FL,0,39142
Warner University,Lake Wales,FL,0,865
Florida Panhandle Technical College,Chipley,FL,0,344
Webber International University,Babson Park,FL,0,664
Rasmussen University-Florida,Ocala,FL,0,8768
The University of West Florida,Pensacola,FL,0,9199
Orange Technical College-Westside Campus,Winter Garden,FL,0,392
William T McFatter Technical College,Davie,FL,0,788
Orange Technical College-Winter Park Campus,Winter Park,FL,0,338
Withlacoochee Technical College,Inverness,FL,0,266
Abraham Baldwin Agricultural College,Tifton,GA,0,3480
Agnes Scott College,Decatur,GA,0,974
Interactive College of Technology-Chamblee,Chamblee,GA,0,568
Interactive College of Technology-Morrow,Morrow,GA,0,101
Albany Technical College,Albany,GA,0,2537
Albany State University,Albany,GA,0,5415
Andrew College,Cuthbert,GA,0,289
The Art Institute of Atlanta,Atlanta,GA,0,911
Georgia Career Institute,Conyers,GA,0,502
Atlanta Technical College,Atlanta,GA,0,3514
Point University,West Point,GA,0,1074
Atlanta Metropolitan State College,Atlanta,GA,0,1632
Atlanta's John Marshall Law School,Atlanta,GA,0,NULL
Atlanta School of Massage,Atlanta,GA,0,365
Clark Atlanta University,Atlanta,GA,0,3311
Augusta Technical College,Augusta,GA,0,3663
Berry College,Mount Berry,GA,0,1918
Beulah Heights University,Atlanta,GA,0,237
Brenau University,Gainesville,GA,0,1669
Brewton-Parker College,Mount Vernon,GA,0,491
Brown College of Court Reporting,Atlanta,GA,0,139
College of Coastal Georgia,Brunswick,GA,0,3028
West Georgia Technical College,Waco,GA,0,5187
Clayton  State University,Morrow,GA,0,5453
Columbia Theological Seminary,Decatur,GA,0,NULL
Columbus Technical College,Columbus,GA,0,2839
Columbus State University,Columbus,GA,0,6188
Georgia Northwestern Technical College,Rome,GA,0,4067
Covenant College,Lookout Mountain,GA,0,904
Dalton State College,Dalton,GA,0,4553
Pro Way Hair School,Stone Mountain,GA,0,151
South University-Savannah,Savannah,GA,0,293
East Georgia State College,Swainsboro,GA,0,2415
Emmanuel College,Franklin Springs,GA,0,826
Emory University,Atlanta,GA,0,7023
Georgia Highlands College,Rome,GA,0,5740
Fort Valley State University,Fort Valley,GA,0,2242
Grady Health System Professional Schools,Atlanta,GA,0,74
Georgia Institute of Technology-Main Campus,Atlanta,GA,0,15174
Georgia Southwestern State University,Americus,GA,0,2139
Georgia College & State University,Milledgeville,GA,0,5764
Georgia Southern University,Statesboro,GA,0,21665
Georgia State University,Atlanta,GA,0,27256
University of Georgia,Athens,GA,0,29726
Gordon State College,Barnesville,GA,0,2970
Southern Crescent Technical College,Griffin,GA,0,3927
Gupton Jones College of Funeral Service,Decatur,GA,0,237
Gwinnett College-Lilburn,Lilburn,GA,0,84
Gwinnett Technical College,Lawrenceville,GA,0,7438
Interdenominational Theological Center,Atlanta,GA,0,NULL
LaGrange College,Lagrange,GA,0,865
Lanier Technical College,Gainesville,GA,0,3311
Life University,Marietta,GA,0,874
Chattahoochee Technical College,Marietta,GA,0,8257
Herzing University-Atlanta,Atlanta,GA,0,716
Mercer University,Macon,GA,0,4806
Morehouse College,Atlanta,GA,0,2238
Morehouse School of Medicine,Atlanta,GA,0,NULL
North Georgia Technical College,Clarkesville,GA,0,2128
Oglethorpe University,Atlanta,GA,0,1350
Paine College,Augusta,GA,0,442
Piedmont University,Demorest,GA,0,1232
Miami Ad School-Atlanta,Atlanta,GA,0,56
Reinhardt University,Waleska,GA,0,1384
Savannah Technical College,Savannah,GA,0,3468
Savannah College of Art and Design,Savannah,GA,0,11992
Savannah State University,Savannah,GA,0,3355
Shorter University,Rome,GA,0,1202
South Georgia Technical College,Americus,GA,0,1657
The Creative Circus,Atlanta,GA,0,227
Spelman College,Atlanta,GA,0,2118
Thomas University,Thomasville,GA,0,875
Toccoa Falls College,Toccoa Falls,GA,0,860
Truett McConnell University,Cleveland,GA,0,792
Wiregrass Georgia Technical College,Valdosta,GA,0,2359
Valdosta State University,Valdosta,GA,0,8348
Wesleyan College,Macon,GA,0,584
University of West Georgia,Carrollton,GA,0,9742
Young Harris College,Young Harris,GA,0,908
Chaminade University of Honolulu,Honolulu,HI,0,1558
University of Hawaii at Hilo,Hilo,HI,0,2646
University of Hawaii at Manoa,Honolulu,HI,0,12255
Hawaii Institute of Hair Design,Honolulu,HI,0,58
Hawaii Pacific University,Honolulu,HI,0,2765
Honolulu Community College,Honolulu,HI,0,2618
Kapiolani Community College,Honolulu,HI,0,4553
Kauai Community College,Lihue,HI,0,935
Leeward Community College,Pearl City,HI,0,4552
University of Hawaii Maui College,Kahului,HI,0,2266
University of Hawaii-West Oahu,Kapolei,HI,0,2636
Windward Community College,Kaneohe,HI,0,1108
Carrington College-Boise,Boise,ID,0,454
Boise Bible College,Boise,ID,0,94
Boise State University,Boise,ID,0,16896
College of Eastern Idaho,Idaho Falls,ID,0,1199
Idaho State University,Pocatello,ID,0,7267
University of Idaho,Moscow,ID,0,7227
The College of Idaho,Caldwell,ID,0,1072
Lewis-Clark State College,Lewiston,ID,0,2677
Aveda Institute-Twin Falls,Twin Falls,ID,0,64
Mr Leon's School of Hair Design-Moscow,Moscow,ID,0,11
North Idaho College,Coeur d'Alene,ID,0,3310
Northwest Nazarene University,Nampa,ID,0,1195
Elevate Salon Institute-Chubbuck,Chubbuck,ID,0,46
Brigham Young University-Idaho,Rexburg,ID,0,38672
College of Southern Idaho,Twin Falls,ID,0,3455
Adler University,Chicago,IL,0,NULL
American Academy of Art,Chicago,IL,0,205
American Islamic College,Chicago,IL,0,6
School of the Art Institute of Chicago,Chicago,IL,0,2983
Augustana College,Rock Island,IL,0,2532
Aurora University,Aurora,IL,0,4003
Tricoci University of Beauty Culture-Urbana,Urbana,IL,0,109
Southwestern Illinois College,Belleville,IL,0,6614
Bethany Theological Seminary,Richmond,IN,0,NULL
Black Hawk College,Moline,IL,0,2816
Blackburn College,Carlinville,IL,0,480
Blessing Rieman College of Nursing and Health Sciences,Quincy,IL,0,165
Blessing Hospital School of Radiologic Technology,Quincy,IL,0,16
Bradley University,Peoria,IL,0,4625
Paul Mitchell the School-Bradley,Bourbonnais,IL,0,237
Cameo Beauty Academy,Oak Lawn,IL,0,82
Cannella School of Hair Design-Villa Park,Villa Park,IL,0,51
Cannella School of Hair Design-Chicago,Chicago,IL,0,61
Cannella School of Hair Design-Chicago,Chicago,IL,0,65
Empire Beauty School-Hanover Park,Hanover Park,IL,0,40
Capri Beauty College,Oak Forest,IL,0,55
Carl Sandburg College,Galesburg,IL,0,1328
Catholic Theological Union at Chicago,Chicago,IL,0,NULL
Midwestern University-Downers Grove,Downers Grove,IL,0,NULL
The Chicago School of Professional Psychology at Chicago,Chicago,IL,0,11
Chicago State University,Chicago,IL,0,2045
Chicago Theological Seminary,Chicago,IL,0,NULL
University of Chicago,Chicago,IL,0,6801
City Colleges of Chicago-Kennedy-King College,Chicago,IL,0,1511
City Colleges of Chicago-Malcolm X College,Chicago,IL,0,5483
City Colleges of Chicago-Olive-Harvey College,Chicago,IL,0,1254
City Colleges of Chicago-Harry S Truman College,Chicago,IL,0,2591
City Colleges of Chicago-Richard J Daley College,Chicago,IL,0,2877
City Colleges of Chicago-Harold Washington College,Chicago,IL,0,5880
City Colleges of Chicago-Wilbur Wright College,Chicago,IL,0,5455
Columbia College Chicago,Chicago,IL,0,6596
Concordia University-Chicago,River Forest,IL,0,1501
Coyne College,Chicago,IL,0,530
Danville Area Community College,Danville,IL,0,1583
Tricoci University of Beauty Culture-Danville,Danville,IL,0,40
DePaul University,Chicago,IL,0,14009
Cosmetology & Spa Academy,Crystal Lake,IL,0,296
College of DuPage,Glen Ellyn,IL,0,16082
East-West University,Chicago,IL,0,447
Eastern Illinois University,Charleston,IL,0,4577
Elgin Community College,Elgin,IL,0,7813
Elmhurst University,Elmhurst,IL,0,2807
Eureka College,Eureka,IL,0,497
First Institute of Travel Inc.,Crystal Lake,IL,0,234
Fox College,Bedford Park,IL,0,451
Garrett-Evangelical Theological Seminary,Evanston,IL,0,NULL
Gem City College,Quincy,IL,0,26
Governors State University,University Park,IL,0,3172
Graham Hospital School of Nursing,Canton,IL,0,52
Greenville University,Greenville,IL,0,876
G Skin & Beauty Institute,Schaumburg,IL,0,503
Hair Professionals Career College,Sycamore,IL,0,43
Hair Professionals School of Cosmetology,Oswego,IL,0,130
Hebrew Theological College,Skokie,IL,0,107
Highland Community College,Freeport,IL,0,1115
Rosalind Franklin University of Medicine and Science,North Chicago,IL,0,NULL
University of Illinois Chicago,Chicago,IL,0,21311
Benedictine University,Lisle,IL,0,2461
Illinois College of Optometry,Chicago,IL,0,NULL
University of Illinois Urbana-Champaign,Champaign,IL,0,33080
Illinois Wesleyan University,Bloomington,IL,0,1619
Illinois Central College,East Peoria,IL,0,6077
Illinois College,Jacksonville,IL,0,1044
Olney Central College,Olney,IL,0,663
Illinois Institute of Technology,Chicago,IL,0,3032
Illinois State University,Normal,IL,0,18199
Illinois Valley Community College,Oglesby,IL,0,2178
Institute for Clinical Social Work,Chicago,IL,0,NULL
John A Logan College,Carterville,IL,0,2660
The John Marshall Law School,Chicago,IL,0,NULL
John Wood Community College,Quincy,IL,0,1572
Joliet Junior College,Joliet,IL,0,10966
Judson University,Elgin,IL,0,1026
Kankakee Community College,Kankakee,IL,0,2168
Kaskaskia College,Centralia,IL,0,1867
